"","Recall","Precision"
"1",1,0.329268292682927
"2",1,0.329268292682927
"3",1,0.333333333333333
"4",1,0.3375
"5",1,0.341772151898734
"6",1,0.346153846153846
"7",1,0.350649350649351
"8",1,0.355263157894737
"9",1,0.36
"10",1,0.36986301369863
"11",1,0.375
"12",1,0.380281690140845
"13",1,0.385714285714286
"14",1,0.391304347826087
"15",1,0.397058823529412
"16",1,0.402985074626866
"17",0.962962962962963,0.393939393939394
"18",0.962962962962963,0.4
"19",0.962962962962963,0.40625
"20",0.962962962962963,0.412698412698413
"21",0.962962962962963,0.419354838709677
"22",0.962962962962963,0.426229508196721
"23",0.962962962962963,0.433333333333333
"24",0.962962962962963,0.440677966101695
"25",0.962962962962963,0.448275862068966
"26",0.925925925925926,0.43859649122807
"27",0.925925925925926,0.446428571428571
"28",0.925925925925926,0.454545454545455
"29",0.925925925925926,0.462962962962963
"30",0.925925925925926,0.471698113207547
"31",0.925925925925926,0.480769230769231
"32",0.925925925925926,0.490196078431373
"33",0.925925925925926,0.5
"34",0.925925925925926,0.510204081632653
"35",0.925925925925926,0.520833333333333
"36",0.925925925925926,0.531914893617021
"37",0.925925925925926,0.543478260869565
"38",0.925925925925926,0.555555555555556
"39",0.925925925925926,0.568181818181818
"40",0.888888888888889,0.558139534883721
"41",0.888888888888889,0.571428571428571
"42",0.888888888888889,0.585365853658537
"43",0.888888888888889,0.6
"44",0.888888888888889,0.615384615384615
"45",0.888888888888889,0.631578947368421
"46",0.851851851851852,0.621621621621622
"47",0.851851851851852,0.638888888888889
"48",0.851851851851852,0.657142857142857
"49",0.851851851851852,0.676470588235294
"50",0.851851851851852,0.696969696969697
"51",0.851851851851852,0.71875
"52",0.814814814814815,0.709677419354839
"53",0.814814814814815,0.733333333333333
"54",0.814814814814815,0.758620689655172
"55",0.814814814814815,0.785714285714286
"56",0.814814814814815,0.814814814814815
"57",0.777777777777778,0.807692307692308
"58",0.777777777777778,0.84
"59",0.740740740740741,0.833333333333333
"60",0.740740740740741,0.833333333333333
"61",0.703703703703704,0.826086956521739
"62",0.666666666666667,0.818181818181818
"63",0.666666666666667,0.818181818181818
"64",0.666666666666667,0.857142857142857
"65",0.666666666666667,0.9
"66",0.62962962962963,0.894736842105263
"67",0.62962962962963,0.944444444444444
"68",0.592592592592593,0.941176470588235
"69",0.592592592592593,1
"70",0.555555555555556,1
"71",0.518518518518518,1
"72",0.481481481481481,1
"73",0.444444444444444,1
"74",0.407407407407407,1
"75",0.37037037037037,1
"76",0.333333333333333,1
"77",0.296296296296296,1
"78",0.259259259259259,1
"79",0.222222222222222,1
"80",0.185185185185185,1
"81",0.148148148148148,1
"82",0.111111111111111,1
"83",0.0740740740740741,1
"84",0.037037037037037,1
"85",0,1
